# {"t_start": 1596456284.82971, "env_id": "Reacher-v2"} 
r,l,t
-66.959925,50,31.082256
-80.521377,50,31.14474
-61.89763,50,31.197533
-68.96986,50,31.275673
-61.915061,50,31.338161
-76.596593,50,31.400644
-53.125774,50,31.463132
-70.934331,50,31.532984
-63.39338,50,31.597809
-66.185749,50,31.662637
-63.040735,50,31.729453
-61.736415,50,31.794284
-69.024448,50,31.84999
-76.695371,50,31.912473
-77.866255,50,31.974957
-57.293737,50,32.037445
-73.450306,50,32.099928
-71.74767,50,32.178036
-63.082052,50,32.240521
-67.350553,50,32.303007
-54.832295,50,32.365492
-70.338341,50,32.427979
-61.883052,50,32.498031
-54.756458,50,32.56286
-79.272034,50,32.627685
-69.494343,50,32.695503
-66.494775,50,32.759333
-70.171419,50,32.811038
-78.613202,50,32.873525
-70.789862,50,32.951632
-73.629323,50,33.014117
-66.708101,50,33.076602
-72.271004,50,33.139087
-72.226774,50,33.201571
-81.232427,50,33.264057
-58.635736,50,33.326542
-71.894464,50,33.389028
-71.785826,50,33.451514
-67.48017,50,33.5292
-77.926187,50,33.594991
-73.016034,50,33.766566
-67.876525,50,33.833389
-70.021755,50,33.891399
-66.268056,50,33.959628
-61.322458,50,34.022113
-62.780081,50,34.084598
-62.147944,50,34.147087
-67.342487,50,34.209568
-78.097076,50,34.272053
-57.545333,50,34.334539
-69.770104,50,34.397024
-79.386862,50,34.475136
-67.821231,50,34.542085
-64.97115,50,34.606915
-51.464307,50,34.671741
-69.22339,50,34.738565
-62.743709,50,34.80339
-77.908526,50,34.859341
-54.657994,50,34.92183
-75.397598,50,34.984311
-80.787438,50,35.0468
-75.46401,50,35.109282
-45.918646,50,35.187389
-63.655204,50,35.249875
-74.240003,50,35.31236
-68.543477,50,35.374846
-69.622784,50,35.437331
-67.593595,50,35.507544
-55.191863,50,35.572363
-66.02007,50,35.638191
-60.417805,50,35.700771
-68.150928,50,35.763259
-56.213877,50,35.82574
-75.951508,50,35.888225
-54.757895,50,35.950711
-70.438944,50,36.013201
-47.485872,50,36.075686
-64.862343,50,36.138172
-68.37955,50,36.216274
-72.608649,50,36.278761
-70.641547,50,36.341245
-64.110465,50,36.513175
-65.916487,50,36.578999
-57.408805,50,36.644821
-73.378485,50,36.714602
-64.518905,50,36.765931
-62.731741,50,36.828416
-69.690735,50,36.906523
-60.262605,50,36.969009
-62.968547,50,37.031493
-59.019879,50,37.093979
-65.593847,50,37.156468
-59.525731,50,37.218952
-62.399779,50,37.281435
-68.928758,50,37.343924
-59.916999,50,37.422028
-55.233913,50,37.486903
-72.224962,50,37.551729
-57.983491,50,37.616556
-73.403902,50,37.683381
-73.919716,50,37.750199
-67.629688,50,37.800832
-56.832215,50,37.878943
-73.747527,50,37.941427
-81.788139,50,38.003911
-55.207708,50,38.066398
-49.406284,50,38.12888
-67.437023,50,38.191369
-59.089961,50,38.253851
-53.96345,50,38.316339
-58.207834,50,38.378822
-69.184347,50,38.44131
-55.075915,50,38.520496
-69.46026,50,38.586317
-80.877599,50,38.652141
-63.57998,50,38.718963
-73.737585,50,38.784787
-52.689141,50,38.850383
-45.97178,50,38.912873
-70.360054,50,38.975355
-68.942656,50,39.037838
-54.253208,50,39.100325
-71.762274,50,39.272126
-65.472293,50,39.334612
-64.764728,50,39.397097
-67.222021,50,39.466023
-60.625548,50,39.539916
-61.38922,50,39.604743
-67.243866,50,39.668572
-47.972587,50,39.736392
-59.785296,50,39.788349
-55.610982,50,39.850836
-58.644505,50,39.913321
-58.885678,50,39.975806
-55.700749,50,40.053912
-78.061234,50,40.116398
-64.298833,50,40.178883
-86.052132,50,40.241369
-55.243643,50,40.303853
-57.568766,50,40.366339
-58.732769,50,40.428824
-63.866672,50,40.497701
-50.757948,50,40.56153
-54.830704,50,40.627354
-60.527515,50,40.693179
-46.793734,50,40.758005
-59.599717,50,40.821835
-63.483564,50,40.876115
-52.082742,50,40.9386
-77.268605,50,41.001086
-66.179664,50,41.06357
-46.537107,50,41.126056
-56.01121,50,41.188542
-77.531081,50,41.266649
-60.409554,50,41.329134
-58.174119,50,41.391619
-55.79837,50,41.454105
-45.974432,50,41.521601
-66.992203,50,41.58543
-52.68298,50,41.650257
-53.654392,50,41.717078
-52.427765,50,41.780908
-53.066018,50,41.843203
-53.821989,50,42.015038
-64.121989,50,42.077555
-68.020645,50,42.140044
-53.444772,50,42.208237
-53.093193,50,42.270723
-58.380833,50,42.333208
-41.378769,50,42.395694
-43.777617,50,42.458179
-64.062218,50,42.533244
-49.266544,50,42.599068
-57.058097,50,42.663896
-57.914354,50,42.730719
-76.04999,50,42.795543
-50.802126,50,42.860371
-54.960873,50,42.924985
