# {"t_start": 1596459736.7439277, "env_id": "InvertedDoublePendulum-v2"} 
r,l,t
54.637015,6,5.868985
44.838136,5,5.876964
63.970078,7,5.886939
91.369231,10,5.901897
54.350986,6,5.910875
82.715723,9,5.92281
36.146988,4,5.928793
73.26739,8,5.941759
35.78534,4,5.946779
63.938543,7,5.956717
45.520452,5,5.963731
62.486551,7,5.9757
35.583918,4,5.98165
35.830967,4,5.987635
63.515508,7,5.99864
64.261184,7,6.008612
36.283937,4,6.014597
54.784396,6,6.023573
26.734057,3,6.028559
35.705589,4,6.034542
44.864951,5,6.041491
82.123768,9,6.054491
45.592545,5,6.06247
73.415906,8,6.073406
63.410361,7,6.083379
82.239198,9,6.096345
82.360708,9,6.109309
45.205416,5,6.117321
63.548176,7,6.126264
63.548328,7,6.136271
44.943201,5,6.144216
45.514017,5,6.152228
63.704903,7,6.163202
73.552288,8,6.174171
45.100917,5,6.181118
35.738712,4,6.187135
63.243157,7,6.197075
35.271405,4,6.203091
73.178076,8,6.215028
45.265123,5,6.222009
80.959245,9,6.23501
45.095739,5,6.242985
45.085321,5,6.249934
45.297344,5,6.257941
54.421544,6,6.265891
54.285504,6,6.275865
26.894799,3,6.279855
63.4636,7,6.290857
44.938791,5,6.29784
44.811912,5,6.304786
54.789382,6,6.314797
54.636986,6,6.322741
54.240001,6,6.331715
54.293549,6,6.340724
26.739178,3,6.345715
100.860023,11,6.361667
36.226462,4,6.367652
64.015195,7,6.377625
35.333134,4,6.38361
91.333533,10,6.397573
26.822328,3,6.401529
82.2944,9,6.414493
35.429346,4,6.420512
72.804461,8,6.432446
63.997097,7,6.442455
72.758746,8,6.453425
54.19753,6,6.462366
26.931828,3,6.467386
54.242823,6,6.477361
35.783825,4,6.483344
72.749534,8,6.494281
26.831734,3,6.499301
36.162478,4,6.505275
35.540958,4,6.511268
54.645964,6,6.519248
54.519479,6,6.52922
54.567937,6,6.537165
35.929177,4,6.544181
63.620157,7,6.554156
54.675689,6,6.563131
26.882764,3,6.568117
73.182823,8,6.580084
35.751118,4,6.585071
54.560024,6,6.595045
82.009889,9,6.60801
72.819903,8,6.619945
73.267741,8,6.631947
54.626351,6,6.640922
54.81764,6,6.649866
35.824254,4,6.655849
44.965399,5,6.66283
63.38916,7,6.672804
36.037497,4,6.679786
72.6223,8,6.691788
35.407237,4,6.697772
26.710467,3,6.70176
63.799686,7,6.711732
26.869905,3,6.715694
54.613636,6,6.724701
63.68667,7,6.734639
63.491571,7,6.745641
35.602256,4,6.751626
45.290353,5,6.758575
54.22134,6,6.767589
45.419445,5,6.775603
35.44511,4,6.781584
73.00391,8,6.792553
54.280072,6,6.80153
35.469521,4,6.807481
71.861138,8,6.819482
120.121272,13,6.837401
36.061787,4,6.844414
63.325473,7,6.854393
72.999126,8,6.865326
72.57485,8,6.877328
45.042804,5,6.884276
26.797966,3,6.889262
63.511608,7,6.899236
35.648806,4,6.90522
45.379942,5,6.913235
44.990935,5,6.92018
92.003844,10,6.934145
35.572223,4,6.941124
26.789715,3,6.945147
54.271594,6,6.954123
54.195731,6,6.964096
63.710866,7,6.975069
35.400739,4,6.981019
35.556515,4,6.987034
63.744291,7,6.997008
35.895982,4,7.002958
63.603151,7,7.013962
63.547522,7,7.023936
35.517238,4,7.029887
73.258211,8,7.041887
35.868129,4,7.047871
35.962287,4,7.053856
64.137423,7,7.063823
54.193478,6,7.073105
44.734713,5,7.080088
44.870989,5,7.087101
44.978219,5,7.095048
53.994619,6,7.104058
45.161374,5,7.112037
44.548167,5,7.119017
44.883491,5,7.126996
44.427885,5,7.133976
81.753465,9,7.146912
45.354022,5,7.154921
73.476611,8,7.166889
45.105999,5,7.174127
45.000313,5,7.182138
64.284037,7,7.192113
73.115432,8,7.20305
45.253781,5,7.211062
63.350779,7,7.221002
54.862882,6,7.231008
54.430401,6,7.239951
101.472284,11,7.36107
64.25661,7,7.371289
26.869989,3,7.376244
166.158275,18,7.402208
73.305941,8,7.414175
73.597047,8,7.426144
35.693275,4,7.432127
63.794844,7,7.443098
44.890691,5,7.450048
63.603174,7,7.460052
72.816676,8,7.471251
54.581543,6,7.481226
100.793107,11,7.497184
63.281804,7,7.507155
35.853423,4,7.51314
45.399709,5,7.520119
45.253228,5,7.528099
72.493508,8,7.539069
36.095205,4,7.54605
82.170093,9,7.560016
82.165841,9,7.574217
54.626409,6,7.583224
54.210955,6,7.592203
35.541075,4,7.598185
91.248639,10,7.613146
91.237922,10,7.627074
63.030373,7,7.637082
44.973006,5,7.645061
45.051527,5,7.653004
63.735497,7,7.66301
26.879606,3,7.667997
72.832176,8,7.679347
35.965948,4,7.68533
54.229097,6,7.695303
100.822441,11,7.710232
73.314098,8,7.722231
35.706643,4,7.728218
54.177562,6,7.737192
91.041912,10,7.751157
