# {"t_start": 1596457697.7324684, "env_id": "Ant-v2"} 
r,l,t
-254.940485,88,153.570505
-226.934322,88,153.727411
-64.617768,27,153.774285
-64.637966,23,153.814179
-50.440541,20,153.85108
-57.347231,18,153.882996
-147.769537,49,153.96777
-49.656531,13,153.990706
-50.106221,32,154.046558
-239.820318,73,154.173219
-46.686487,17,154.203139
-73.547653,27,154.258957
-160.509616,72,154.414544
-239.780787,99,154.620025
-28.896256,9,154.636979
-245.37847,65,154.750675
-187.817968,61,154.85739
-40.356485,15,154.884318
-226.657426,87,155.03392
-138.539575,55,155.12963
-119.987877,39,155.219423
-115.109324,27,155.274448
-34.142856,15,155.30736
-104.444137,33,155.380133
-173.721462,40,155.451041
-54.106726,20,155.482284
-101.255882,33,155.550409
-42.919468,18,155.568564
-2565.607758,1000,157.461307
-62.546954,18,157.49255
-213.99756,76,157.624733
-57.819954,17,157.654654
-232.014148,72,157.780318
-123.738568,54,157.877059
-44.118096,21,157.913961
-92.496555,31,157.968814
-130.61461,43,158.043614
-99.879374,27,158.091487
-78.106812,19,158.125395
-92.309695,45,158.204185
-149.453852,52,158.310899
-66.548188,26,158.372768
-182.327739,61,158.511396
-133.423152,46,158.597167
-281.115772,113,158.800591
-43.311928,16,158.829513
-108.507023,46,158.912292
-59.222822,21,158.94796
-55.453513,17,158.979203
-69.549703,20,159.010446
-87.812048,30,159.05731
-80.402169,48,159.135417
-13.662423,11,159.166659
-27.868679,10,159.182281
-27.08879,9,159.197902
-30.12858,12,159.213524
-2565.816447,1000,161.09389
-83.280372,37,161.158712
-273.314891,126,161.371897
-56.001749,21,161.40314
-89.143139,41,161.481248
-83.440074,29,161.528111
-111.001883,62,161.640895
-135.681178,45,161.725667
-78.943274,25,161.782482
-168.815597,71,161.940061
-60.026413,32,162.006882
-92.314323,24,162.051795
-474.463421,175,162.36396
-58.070157,30,162.416819
-88.785891,24,162.459704
-559.136974,220,162.938392
-174.685323,51,163.029184
-456.227682,180,163.471817
-164.179734,62,163.594036
-56.528647,20,163.628942
-2575.679181,1000,165.4426
-121.379945,50,165.520687
-426.759217,148,165.787073
-56.12639,18,165.818985
-58.353227,23,165.861871
-68.607872,31,165.917722
-69.485413,29,165.967588
-2627.273887,1000,167.822546
-82.332768,44,167.900336
-43.989307,21,167.937238
-88.518482,31,167.991094
-86.961853,21,168.026998
-26.992033,15,168.053926
-99.406518,44,168.130721
-155.572687,59,168.233446
-45.839666,17,168.263368
-184.046118,63,168.372078
-74.773595,31,168.425931
-158.192747,52,168.517687
-42.834045,11,168.537633
-82.307352,27,168.584508
-93.15969,53,168.676264
-62.01935,37,168.740092
-48.476092,20,168.774999
-37.817534,45,168.854785
-57.466693,33,168.911633
-380.020652,121,169.122075
-110.487478,38,169.187895
-107.341884,33,169.243523
-165.794962,49,169.321632
-29.528295,23,169.352873
-128.193172,42,169.430981
-136.102417,45,169.509086
-314.160698,110,169.706311
-70.999269,33,169.764155
-107.268759,29,169.815016
-280.427282,165,170.100255
-43.763129,17,170.130173
-30.852785,11,170.150121
-36.0786,34,170.209961
-65.836906,39,170.277779
-246.129963,76,170.41242
-175.463907,55,170.512155
-31.614315,12,170.533097
-156.300998,46,170.613616
-93.579169,42,170.68642
-72.36232,20,170.722324
-402.808744,142,171.088451
-58.495063,23,171.131467
-42.982707,20,171.171155
-49.773446,18,171.202396
-248.522564,71,171.311745
-459.575448,164,171.614196
-70.663281,22,171.653091
-67.04817,19,171.686004
-83.514436,37,171.751827
-160.7186,81,171.899435
-35.951452,14,171.924365
-116.259415,49,172.009138
-151.865792,48,172.093911
-38.926693,17,172.123832
-40.664827,17,172.153752
-137.97114,53,172.246504
-35.497705,19,172.279417
-54.739587,27,172.326291
-49.581557,26,172.37217
-161.626436,43,172.447966
-20.906461,9,172.46492
-76.206586,31,172.519773
-29.111798,20,172.554683
-295.78331,104,172.735198
-131.590518,44,172.810998
-31.32596,11,172.830943
-527.804882,171,173.128115
-163.704161,55,173.224889
-34.942344,15,173.249738
-69.955994,22,173.280982
-61.534633,26,173.327843
-44.57673,16,173.359092
-135.187214,45,173.437193
-51.069878,29,173.484056
-62.369977,17,173.5153
-94.536688,29,173.562173
-232.538226,77,173.701934
-39.892386,12,173.722879
-89.648756,30,173.775738
-2616.546077,1000,175.638913
-59.601026,38,175.704736
-144.914672,58,175.806466
-89.994801,33,175.865305
-280.556224,115,176.063777
-167.438393,64,176.175477
-79.532653,45,176.254266
-37.063102,17,176.283189
-2476.07306,1000,178.11043
-73.829431,40,178.180242
-111.215837,51,178.3837
-2426.478906,1000,180.130514
-46.103247,17,180.160433
-45.137939,22,180.199327
-162.037511,70,180.321001
-49.274912,24,180.362893
-45.21224,30,180.414751
-41.364625,15,180.441681
-34.680404,20,180.477582
-254.674243,104,180.658101
-12.483735,15,180.684032
-370.747813,121,180.89255
-42.744067,16,180.923826
-129.053668,43,180.98631
-117.434729,48,181.080044
-71.194939,33,181.126906
-29.203831,13,181.158146
-23.504495,15,181.173736
-241.927084,74,181.314359
-51.985224,25,181.345602
-80.497779,30,181.408087
-36.887393,12,181.423709
-1176.925082,508,182.434089
-20.547712,12,182.456032
-52.400012,15,182.48196
-159.348367,57,182.576139
-48.915496,19,182.615155
-107.97295,57,182.713893
-30.226297,14,182.738824
-104.143204,42,182.81163
-138.603241,52,182.902386
-74.989085,22,182.940745
-121.526911,57,183.034474
-155.523338,75,183.159445
-246.505114,74,183.284417
-170.461156,91,183.440628
-150.737002,73,183.5656
-73.825612,29,183.61955
-54.643321,16,183.647472
-232.223567,83,183.792087
-2397.980765,1000,185.607002
-123.53983,63,185.866308
-67.87462,21,185.915144
-70.317832,25,185.981967
-62.269459,37,186.062783
-52.161607,27,186.115646
-29.047425,12,186.138548
-47.75241,22,186.177477
-19.204688,9,186.193435
-29.600176,13,186.21737
-2306.170167,1000,187.969538
-134.154866,83,188.115149
-85.085581,36,188.176984
-41.0308,20,188.21189
-93.196047,27,188.259763
-70.231735,42,188.332567
-67.672426,27,188.38443
-43.041136,27,188.444268
-75.945988,27,188.506069
-33.782553,23,188.558961
-45.49714,18,188.600849
-129.385461,46,188.699586
-53.380899,25,188.745463
-130.568696,45,188.830238
-32.96882,11,188.851181
-77.972616,25,188.895065
-282.088375,140,189.124604
-298.562848,120,189.327716
-37.981577,16,189.358925
-276.969304,83,189.49955
-59.104919,28,189.672197
-373.93326,175,189.980374
-32.267685,21,190.017274
-20.677711,12,190.038222
-76.778885,31,190.092076
-151.283973,56,190.190811
-61.790221,35,190.252644
-42.951107,14,190.276583
