# {"t_start": 1596454802.745585, "env_id": "Walker2d-v2"} 
r,l,t
45.245696,176,62.472243
470.695455,385,63.021804
249.843955,161,63.240535
15.802742,33,63.2874
313.749426,207,63.588871
311.804679,172,63.834248
125.780292,206,64.119219
214.062762,115,64.275432
343.259566,236,64.724262
409.583265,255,65.07508
338.684728,227,65.40313
378.35255,235,65.742054
261.745798,130,65.925666
351.946727,231,66.238088
303.66467,187,66.503619
367.347687,581,67.444115
36.735492,79,67.573494
389.882329,306,68.021724
335.877561,208,68.334151
173.369674,304,68.784563
145.981034,190,69.065749
476.977842,374,69.647761
504.464241,371,70.225575
209.149062,111,70.381788
303.220413,165,70.735373
342.036663,214,71.040952
139.303871,179,71.290895
299.899444,169,71.525186
310.603631,182,71.795862
283.677112,223,72.106128
161.749125,102,72.246719
140.275814,329,72.721842
339.146179,254,73.067004
301.656626,170,73.316945
125.515267,154,73.535647
297.224565,222,73.961607
353.228111,219,74.258412
185.381343,104,74.414626
249.240163,180,74.678998
317.329223,182,74.927769
336.85737,193,75.208954
284.005686,179,75.458895
189.387896,103,75.609976
325.949972,217,75.910253
352.455274,203,76.191437
220.54009,129,76.378893
312.622257,167,76.757282
304.229988,214,77.060143
340.173532,224,77.372571
36.514905,63,77.450677
21.909898,98,77.603994
315.355238,200,77.931883
332.985638,165,78.197445
364.033163,301,78.628548
175.039259,109,78.786127
77.847942,345,79.262562
145.095069,89,79.387533
49.598712,105,79.543746
311.189124,194,79.925796
262.199681,163,80.167203
185.241316,97,80.307829
234.855408,127,80.47963
284.668018,177,80.743286
278.691924,147,80.944508
163.260785,349,81.444389
164.193117,94,81.578669
126.024944,175,81.830992
63.99195,299,82.240561
248.154966,126,82.428016
267.459612,149,82.639845
182.602418,93,82.878902
245.611717,122,83.042006
74.269925,154,83.260705
426.977617,278,83.671281
244.981225,134,83.850256
349.492765,201,84.147061
223.806664,115,84.303274
346.116488,326,84.771915
289.371681,170,85.006236
12.176266,237,85.334283
286.845238,175,85.591866
135.95545,296,86.114388
330.714676,188,86.379953
320.967724,210,86.686923
294.207177,142,86.879514
265.272298,167,87.113869
342.709248,246,87.47316
335.660806,173,87.721834
339.834283,271,88.101229
334.570254,249,88.4449
215.424707,153,88.674989
184.669814,101,88.927755
246.210149,137,89.120994
82.595393,243,89.449041
231.667784,109,89.61727
407.746833,287,90.024602
282.0665,161,90.243302
157.155085,271,90.634587
316.860091,177,90.881791
112.991392,112,91.038005
212.223419,123,91.209843
295.264003,187,91.475401
283.26459,180,91.842829
323.295557,195,92.10916
662.786663,560,92.907261
278.504123,323,93.356733
264.502865,163,93.588981
159.308362,87,93.714612
201.489522,110,93.871194
263.874581,152,94.082441
326.667594,205,94.363594
223.387652,114,94.519839
211.838255,98,94.6719
34.450999,316,95.216477
246.270467,138,95.403936
387.331011,229,95.742789
51.382612,85,95.862437
222.435869,133,96.037136
264.38286,136,96.224594
345.850641,218,96.537021
308.300609,156,96.767279
249.382374,147,96.97246
241.585796,381,97.503584
360.921358,266,97.990727
308.566294,183,98.246625
377.842141,226,98.55902
252.14637,172,98.817427
74.857658,292,99.228715
210.457808,115,99.384928
308.792432,169,99.636681
315.942144,170,99.880028
277.413515,192,100.137726
178.111346,110,100.293906
99.142305,207,100.595424
346.287338,198,100.988106
319.288064,175,101.229899
245.510894,136,101.417356
262.488369,171,101.671618
195.612668,103,101.820253
410.562026,296,102.225899
255.525671,140,102.428942
200.885721,110,102.591931
215.692558,120,102.767428
409.631488,337,103.239899
281.273681,175,103.4742
13.766865,119,103.658303
386.778767,284,104.165815
422.658723,290,104.572362
377.753497,252,104.928178
263.935877,143,105.131224
53.323546,179,105.381197
346.447862,218,105.688781
350.943981,191,105.947528
455.004666,321,106.400583
362.910958,213,106.708529
271.384453,168,107.044065
319.2933,171,107.300995
243.450978,135,107.488452
95.221503,219,107.813083
250.401882,136,108.000539
203.865973,113,108.156752
194.7731,102,108.312966
464.47441,434,108.945053
437.025866,276,109.335587
315.391121,154,109.554286
336.457179,182,109.928021
306.455266,178,110.185865
242.285017,161,110.404532
12.320589,153,110.631749
398.299838,239,110.977224
414.512704,275,111.352137
286.737788,150,111.576193
338.485695,200,111.849891
289.897417,166,112.084212
400.81454,186,112.349775
277.436657,148,112.55285
266.599882,138,112.761342
298.553851,156,113.088098
396.999636,227,113.405665
201.1525,106,113.546258
38.181512,281,113.950285
23.919556,119,114.122119
320.659835,231,114.450168
260.041834,157,114.672233
233.322903,127,114.854713
323.636437,186,115.113091
315.377891,176,115.363032
293.257741,172,115.606418
44.439413,185,115.969527
270.797705,181,116.225235
390.282601,202,116.522041
347.812631,205,116.812879
616.571754,415,117.40649
278.659812,128,117.590139
266.748076,134,117.773734
286.902826,161,118.008054
255.053667,118,118.164268
294.066468,146,118.367345
326.023262,187,118.645977
134.232712,288,119.154722
224.230844,117,119.326557
171.270145,89,119.451528
280.633172,182,119.705633
323.454925,173,119.955576
241.326376,120,120.127412
460.906267,333,120.603137
299.462253,177,120.858454
443.560035,244,121.199593
257.24559,122,121.371428
205.599181,115,121.527642
352.130048,257,122.004316
275.229679,160,122.227229
351.237548,242,122.5843
250.847208,129,122.7718
292.091732,170,123.007554
184.306943,250,123.366812
210.372872,133,123.554302
431.019109,261,123.927973
254.29964,114,124.084185
157.629141,82,124.209157
281.384935,162,124.443508
282.752189,131,124.630168
369.071072,201,125.018849
345.308165,180,125.274322
124.517907,205,125.574523
381.246876,236,125.912826
274.591342,172,126.147146
334.580937,204,126.428331
427.800461,241,126.784736
91.427086,204,127.071763
276.874341,124,127.243598
299.317421,156,127.462297
576.30092,549,128.345251
329.488327,208,128.657169
306.118043,221,128.972395
298.408276,233,129.300477
386.471814,235,129.646242
449.41346,331,130.1161
284.083609,159,130.334793
121.490172,79,130.459731
148.698288,76,130.553493
268.183599,163,130.803977
355.104554,221,131.225062
280.750279,148,131.434175
241.713774,133,131.624139
315.167209,160,131.85552
326.84218,166,132.086983
379.262092,234,132.415032
277.338668,140,132.617512
384.433522,224,132.928435
356.349711,220,133.24086
57.824314,141,133.443938
296.218651,140,133.649095
450.604821,337,134.22792
209.361653,113,134.390665
266.445578,159,134.621737
372.815242,235,134.950572
357.543065,201,135.231756
359.701411,205,135.528561
219.830641,113,135.696442
152.579909,78,135.809141
285.037051,164,136.035266
245.473254,135,136.222723
185.295711,103,136.363315
304.264963,157,136.599634
475.146959,359,137.210044
332.066115,210,137.513158
358.491258,187,137.789465
479.536874,310,138.224363
236.32992,409,138.815862
241.616922,118,138.972075
309.091656,144,139.175153
219.75474,135,139.378229
465.250386,304,139.814414
237.925846,142,140.116314
276.662888,159,140.339183
329.5545,173,140.590812
441.942347,251,140.947354
222.82936,128,141.119225
353.511871,168,141.353541
276.451259,178,141.616544
310.750683,151,141.833965
261.42501,143,142.028264
191.038291,107,142.184477
251.215921,137,142.371932
123.228319,66,142.465628
363.013541,206,142.763955
334.297824,217,143.175556
389.008249,253,143.524261
440.93274,269,143.925701
364.406109,210,144.209984
223.253313,114,144.381819
245.108666,115,144.538034
373.03624,215,144.856904
402.041165,246,145.193785
430.734201,240,145.537453
303.710793,152,145.764034
325.543874,190,146.128532
297.405801,177,146.383533
311.127436,181,146.647133
148.040856,320,147.09999
324.426227,200,147.381173
268.703906,169,147.619859
358.840361,166,147.857189
318.771175,183,148.103673
213.554801,107,148.259917
388.29797,204,148.54107
435.28476,266,148.919052
463.064663,277,149.424674
354.619461,180,149.689304
357.05933,179,149.935413
609.198688,363,150.450917
301.402548,156,150.688047
216.599128,319,151.147224
357.923056,176,151.397166
328.320295,156,151.619181
308.21955,147,151.831614
477.149034,252,152.333962
372.73334,179,152.594806
83.407207,168,152.839152
584.512621,503,153.612127
118.842657,236,153.943757
383.091181,176,154.193698
310.870915,173,154.44364
407.673805,202,154.736578
385.565785,153,154.947507
178.739482,93,155.072478
265.128685,138,155.384905
122.671539,73,155.494256
256.494042,142,155.700763
290.965104,136,155.898233
486.148904,318,156.341133
302.505047,145,156.544211
30.107904,114,156.716501
332.775249,190,156.988549
342.336507,173,157.222869
249.857708,120,157.394704
306.640765,131,157.589925
367.124658,185,157.856214
287.246327,147,158.054212
278.711126,136,158.350985
418.814325,255,158.734863
354.100665,166,158.974674
321.473195,157,159.193373
294.505356,134,159.38083
505.954722,282,159.78484
311.841716,139,159.987918
348.285184,161,160.206617
346.512684,200,160.487801
330.002051,167,160.740891
70.693042,179,160.990633
271.012198,162,161.224953
375.779506,190,161.605929
237.541525,116,161.774474
346.567942,245,162.119339
413.346664,244,162.462976
256.634402,126,162.64774
327.596034,164,162.889096
362.967764,158,163.106637
404.425939,196,163.38782
384.842588,165,163.626538
302.466915,137,163.825003
310.035204,138,164.01959
453.490688,242,164.456956
375.747792,205,164.768113
407.440076,217,165.069387
354.065021,160,165.303708
159.742103,82,165.413056
348.799707,165,165.653451
209.513217,105,165.805045
242.073189,119,165.959409
285.074897,143,166.162487
355.796204,177,166.412428
393.170316,198,166.708209
338.180223,163,166.941012
237.719479,131,167.112847
244.42773,134,167.300303
341.215477,184,167.685008
304.651641,168,167.92813
394.738803,193,168.193694
310.682272,149,168.396771
457.727305,236,168.749475
124.696548,77,168.859181
422.452784,209,169.150472
267.305701,119,169.322305
348.765632,204,169.612604
364.166571,198,169.899836
351.253186,159,170.121995
569.642572,365,170.755934
302.423687,146,170.956829
573.117968,401,171.519198
330.684031,143,171.737999
450.536266,263,172.10041
331.747899,155,172.319109
373.947046,205,172.620295
326.625871,172,172.867634
300.059249,156,173.084131
151.749155,80,173.19348
80.290437,244,173.660045
355.192805,191,173.926185
360.49101,236,174.25423
309.536128,133,174.441688
382.158329,219,174.765505
253.005047,120,174.928897
237.736239,118,175.085108
348.48841,197,175.366286
440.882869,224,175.694424
681.360114,517,176.525227
272.575158,123,176.709121
318.806559,172,176.949981
308.11616,143,177.153024
456.724525,220,177.465485
299.437183,179,177.735855
490.415143,283,178.129543
47.018564,200,178.410727
354.08887,158,178.646157
312.380486,163,178.882525
361.712138,220,179.194106
306.177251,147,179.397151
314.36131,128,179.678366
319.944919,170,179.918323
355.707889,186,180.183852
397.120315,232,180.5119
385.120533,161,180.755305
342.674814,180,181.0085
240.685884,115,181.164716
337.9436,151,181.383412
258.090634,138,181.58644
397.597789,192,181.850204
294.081175,160,182.084557
328.298229,176,182.334499
209.079741,113,182.606066
281.453298,146,182.818498
432.355084,190,183.088175
339.402188,184,183.338117
178.920791,86,183.463088
457.702139,248,183.834164
303.713036,164,184.05964
398.889547,203,184.340824
369.660427,213,184.659309
303.361018,143,184.866754
470.1812,225,185.175626
345.448619,176,185.425567
290.079411,124,185.725293
516.255252,231,186.053852
301.425726,139,186.241274
325.69644,189,186.522491
413.730733,222,186.844082
299.67307,139,187.037708
380.88686,170,187.272031
571.182057,258,187.650494
372.441493,168,187.878733
388.435564,207,188.17554
570.957948,294,188.71537
299.151189,132,188.897319
460.637516,184,189.162881
437.042265,198,189.428444
352.770944,255,189.805808
288.696658,129,189.978124
450.11715,250,190.337416
249.743409,128,190.509251
476.729853,225,190.843447
135.45153,76,190.949627
127.873104,241,191.277675
303.591618,137,191.480753
391.853529,195,191.875161
405.345485,206,192.160493
228.73872,125,192.332328
407.518964,201,192.624962
361.708786,153,192.845375
530.344958,209,193.132356
272.3691,135,193.319811
153.365612,290,193.741737
490.34673,254,194.099514
519.53631,231,194.411938
525.966776,263,194.916394
238.927451,117,195.072608
556.962553,232,195.400655
410.194723,167,195.648722
467.391975,248,195.995389
391.258707,159,196.229709
267.775397,132,196.401543
371.004203,165,196.651508
356.791821,151,196.869039
547.106182,227,197.181468
510.364669,276,197.692068
394.6547,178,197.94988
538.542835,288,198.35607
449.992333,279,198.756707
283.475232,133,198.941968
478.171664,235,199.269982
409.280999,192,199.535577
428.431683,230,199.879369
363.767861,160,200.101171
326.657618,159,200.319837
485.271633,204,200.718947
530.443429,300,201.146574
427.510674,192,201.412136
422.045706,197,201.696836
280.190269,139,201.879261
432.05409,179,202.14479
450.152956,162,202.363522
459.786151,266,202.75157
447.161633,283,203.147567
487.774589,265,203.522511
427.272137,179,203.89085
473.828088,186,204.156415
460.787065,238,204.484464
494.956074,198,204.779343
488.595538,253,205.137782
474.676444,255,205.497073
406.962538,218,205.818902
368.462898,142,206.019433
492.795928,300,206.441208
614.809677,229,206.881141
520.176882,227,207.194675
605.409212,276,207.595967
348.901675,154,207.818372
381.867009,176,208.052526
322.134909,146,208.271228
281.93009,156,208.489926
308.77805,127,208.671612
47.089959,167,208.910105
364.320314,143,209.113186
283.695751,125,209.285018
149.817286,73,209.378711
467.170755,208,209.797922
701.604499,283,210.200478
472.326747,194,210.466041
132.991692,80,210.590685
386.014653,166,210.830045
512.529601,195,211.103396
554.814304,208,211.384581
251.508449,117,211.556417
356.808811,208,211.862766
409.778975,180,212.106219
312.56433,147,212.324918
612.370984,243,212.78072
665.918567,242,213.120736
505.509732,195,213.401921
594.725452,260,213.781082
348.189923,151,213.985313
345.505411,165,214.219634
443.28983,181,214.485196
399.787702,171,214.735189
559.238381,242,215.068728
385.72752,151,215.287427
399.327864,147,215.506127
522.723202,227,215.941415
627.314311,242,216.274268
511.317397,208,216.575458
59.044406,171,216.818967
457.126693,226,217.131406
592.691728,217,217.443855
397.596249,194,217.726236
199.507965,98,217.86586
622.323319,283,218.259618
647.527503,350,218.874539
496.794553,193,219.143204
486.067117,179,219.393146
461.849735,180,219.660185
52.743386,159,219.879696
132.844801,72,219.989049
735.738298,291,220.395204
492.7455,247,220.757879
631.361172,281,221.147341
115.656989,61,221.24107
572.528461,276,221.631603
584.953614,389,222.294093
317.2854,156,222.512792
411.073507,202,222.83111
642.721748,240,223.164655
351.038892,166,223.398975
604.677983,264,223.790583
334.263919,170,224.021701
410.90902,164,224.256022
627.650209,295,224.683547
569.38874,195,225.072244
125.099952,71,225.170558
700.023654,282,225.578218
355.103313,158,225.806645
264.024029,127,225.982017
497.709399,233,226.310064
376.768571,165,226.544387
307.825242,144,226.760574
625.944578,303,227.191783
346.454807,152,227.394862
401.457007,160,227.635909
256.135946,108,227.80343
592.32157,208,228.246815
353.153128,157,228.465514
558.917534,197,228.773787
294.68371,173,229.084135
656.409336,234,229.412215
734.736384,292,229.832085
501.275069,227,230.160166
479.86321,211,230.456974
418.072616,166,230.706319
590.062809,255,231.178491
663.584265,284,231.585446
1033.458645,370,232.103236
494.032397,210,232.400041
130.61844,71,232.509392
566.565535,238,232.858589
802.554528,342,233.3404
358.39524,196,233.622129
480.573062,190,233.895184
1383.609137,637,234.914543
313.72442,129,235.084837
201.464315,139,235.287914
756.21689,285,235.696125
647.315851,241,236.037312
467.39185,223,236.349738
159.858303,281,236.760359
244.939933,108,236.910043
664.036634,278,237.415402
456.541738,258,237.796474
203.668122,93,237.91333
200.887776,130,238.10079
895.930724,324,238.553773
880.285066,382,239.103042
560.225814,202,239.384227
424.226079,174,239.643945
548.316763,244,239.988994
475.400989,282,240.493898
871.478445,330,240.957921
632.662435,219,241.270345
293.779439,120,241.442179
277.28051,252,241.809284
155.01638,78,241.920985
347.620264,174,242.163387
796.565753,289,242.576143
223.389637,95,242.711812
729.078767,289,243.224581
672.300205,286,243.641339
603.547468,213,243.941061
991.868965,395,244.487806
524.765865,217,244.807291
550.809757,240,245.150995
389.473886,149,245.354039
819.989095,327,245.830456
658.426011,262,246.306941
722.664922,285,246.71491
987.981836,355,247.215351
740.288118,289,247.629956
663.424434,274,248.012945
604.03432,226,248.341025
495.811824,223,248.656561
571.986845,267,249.038268
890.55392,339,249.628523
679.814474,246,249.974062
406.194303,180,250.224005
843.216203,303,250.655988
676.612179,249,251.004167
531.343311,244,251.347836
979.408865,412,251.928737
281.400874,120,252.100605
22.287278,135,252.397379
759.227603,314,252.85298
765.817039,351,253.337715
833.780034,350,253.85167
653.054341,236,254.184193
631.283348,279,254.577284
652.452612,255,254.94208
890.260344,330,255.524749
616.37919,257,255.893085
487.349493,222,256.194712
942.572613,367,256.723638
763.248609,288,257.11504
978.860457,376,257.659672
686.213209,308,258.082037
392.642685,143,258.410067
768.24168,313,258.854092
342.61463,141,259.057169
586.950217,237,259.385218
658.987724,236,259.732617
530.176706,250,260.072441
492.681233,214,260.384868
407.660344,176,260.660486
602.051742,210,260.95016
694.84292,279,261.465665
695.754949,255,261.834268
829.991011,339,262.3097
1015.657596,408,262.893218
595.794511,287,263.28852
1078.133852,461,263.943177
275.483194,134,264.130633
1072.273231,433,264.868626
857.434737,292,265.274601
915.787695,338,265.759433
561.570393,248,266.100571
222.434889,209,266.397376
868.858015,370,266.915738
518.520309,250,267.384409
864.624159,328,267.860675
695.880989,268,268.231124
1684.205175,725,269.254388
715.066154,234,269.589116
120.28404,69,269.686817
640.722599,258,270.038654
322.635971,136,270.241697
428.629007,222,270.675834
616.093947,221,270.990088
643.901091,231,271.318136
874.479377,321,271.769175
864.437385,344,272.253439
705.998756,271,272.654049
751.004254,322,273.099924
137.118119,75,273.209273
257.82831,111,273.474834
1238.89193,492,274.181731
673.491259,274,274.578824
937.325924,326,275.044006
784.7646,305,275.465817
908.828883,365,275.988272
1051.924343,413,276.691406
830.097962,358,277.194425
628.277119,247,277.553749
797.229213,283,277.959696
429.806237,160,278.178397
1128.158091,497,278.894356
567.972708,237,279.222406
734.212546,293,279.744391
531.504599,189,280.009952
1047.821946,416,280.612618
634.041759,287,281.025266
325.00497,291,281.431422
494.351222,237,281.778313
1160.148918,454,282.528281
513.449299,207,282.829806
933.730322,368,283.347415
651.771103,264,283.725089
680.452367,287,284.131723
869.291239,334,284.603427
1013.245636,397,285.15663
614.771022,247,285.62104
413.006762,197,285.897685
786.729272,297,286.319462
584.890214,222,286.634724
443.555788,195,286.91307
549.699441,235,287.241119
588.767639,246,287.589932
906.729905,318,288.041133
862.824197,314,288.595531
898.727403,341,289.074994
1170.843593,458,289.743809
866.689236,341,290.22322
557.898391,217,290.535647
734.550352,296,290.960685
1001.134346,372,291.604199
665.80547,235,291.927803
306.209397,266,292.318336
965.31667,380,292.84794
1070.542169,396,293.410309
635.558646,266,293.802251
982.770792,425,294.397337
190.634313,87,294.636337
960.252814,392,295.181277
667.012109,288,295.605101
1098.145841,368,296.121474
484.374585,367,296.652766
316.983288,130,296.840264
709.075112,319,297.285434
701.915492,255,297.774466
888.475769,312,298.210358
1424.315994,542,298.990011
473.43287,192,299.255573
729.422441,287,299.67355
492.921817,286,300.081973
460.454254,198,300.347536
390.64662,322,300.928833
863.170922,341,301.413092
1390.024651,506,302.134695
746.235256,282,302.525229
598.463135,267,302.918801
715.716645,284,303.30937
846.594457,304,303.89556
582.792709,222,304.207992
1076.008622,477,304.944449
555.424849,212,305.256872
783.969224,355,305.770166
984.154629,342,306.239737
1059.708594,374,306.894223
485.079,204,307.179651
691.225614,254,307.53894
649.025545,314,307.990911
1014.140036,370,308.506414
736.672464,248,308.86866
442.940859,177,309.118635
483.782884,173,309.368576
906.167938,358,310.001529
1250.245328,454,310.64533
664.950061,260,311.013425
712.558704,285,311.41958
802.892047,284,311.837542
513.417582,192,312.101226
902.99582,330,312.577236
673.531645,240,313.021461
894.009614,334,313.494181
544.170062,212,313.800649
878.981513,343,314.284896
974.893387,344,314.769161
845.700704,351,315.25342
786.500444,302,315.694947
151.255305,267,316.185982
968.327714,362,316.70661
710.531369,254,317.05977
645.259611,261,317.434683
865.332419,311,317.879003
594.082433,187,318.144567
780.527101,315,318.590615
699.445919,244,319.038255
808.985161,262,319.420241
463.182754,187,319.691507
1048.394918,418,320.272068
204.858556,94,320.412658
101.718654,223,320.740798
1083.571557,553,321.51972
610.837975,225,321.944646
932.116344,372,322.479681
261.684913,111,322.639616
218.565498,103,322.789213
316.202604,129,322.962833
1061.323614,402,323.525205
875.338861,331,323.996782
941.446096,358,324.512287
754.26444,282,325.020103
844.89189,310,325.462841
260.202852,109,325.626409
228.290585,100,325.77102
698.968615,283,326.163151
697.319428,247,326.522442
862.310172,342,327.006379
529.783446,217,327.318805
1011.821984,438,328.050103
867.786561,300,328.477401
243.317841,359,328.99104
385.35823,166,329.22536
688.539856,298,329.656913
692.082344,272,330.041247
982.548241,339,330.509887
573.299542,198,330.806114
1451.113427,593,331.759267
889.735879,315,332.191534
928.609561,392,332.762362
620.393663,262,333.132229
966.869431,360,333.64097
928.563579,331,334.21328
756.304893,307,334.658719
779.375923,274,335.039817
756.075109,281,335.445971
1021.499888,360,335.959411
119.98339,80,336.068761
1111.886547,381,336.610929
1012.674196,419,337.311329
479.757963,194,337.595202
580.58583,200,337.88443
873.263932,313,338.324651
556.855998,221,338.640857
994.178734,335,339.113681
717.509935,242,339.45735
849.192593,316,339.91415
750.506707,239,340.354926
687.786041,266,340.735557
100.386305,229,341.052461
511.246882,183,341.318023
727.095135,282,341.718961
151.794007,278,342.112601
537.694542,182,342.362537
805.765283,292,342.786459
739.771534,302,343.325135
900.503101,331,343.849826
640.239957,239,344.196939
776.488321,311,344.648066
156.788663,80,344.763724
816.175814,291,345.16846
759.045376,298,345.601976
699.899691,264,345.973126
377.706544,136,346.269932
763.977604,272,346.668618
769.670155,313,347.116549
1310.733183,426,347.727514
1026.014385,358,348.224323
1235.30479,444,348.863115
671.412131,262,349.347412
200.745974,94,349.47804
773.857404,248,349.834356
1051.419304,356,350.334239
234.803742,105,350.490451
739.056207,261,350.869292
787.423705,305,351.291247
724.349564,269,351.676547
685.437892,235,351.997174
746.358068,300,352.532702
975.796293,337,353.020213
285.924601,123,353.192047
356.634022,140,353.395126
1132.075077,355,353.900474
713.095427,275,354.28792
577.861662,221,354.599444
957.998478,350,355.193608
869.53664,292,355.618987
251.957749,110,355.776565
1124.979959,501,356.477412
703.578051,258,356.850218
1090.042529,421,357.443795
771.597673,276,357.851432
731.247704,258,358.322598
514.604436,223,358.645388
922.414579,340,359.121894
1025.367894,320,359.582452
965.182649,342,360.069446
758.53223,249,360.413113
725.237918,256,360.786071
920.619019,340,361.366201
1051.054195,339,361.866822
796.303774,289,362.27187
310.152729,126,362.44367
997.066328,357,362.957117
1005.864426,329,363.410137
904.978897,309,363.86606
572.584568,185,364.116035
843.310816,284,364.642051
1332.008489,443,365.274706
1207.633788,435,365.898036
955.097789,326,366.356482
1030.282708,391,366.910291
1671.889955,560,367.825377
431.921158,154,368.038663
1106.232934,415,368.630023
1080.866837,415,369.208931
1257.109701,403,369.785378
997.856141,443,370.525373
585.551903,190,370.809037
568.456009,228,371.116021
1012.904934,350,371.624264
852.839284,298,372.044566
961.870772,415,372.632177
267.816105,112,372.792749
751.386314,272,373.168524
882.048375,305,373.724882
583.553741,233,374.050471
1001.751453,332,374.51911
1019.099941,377,375.053492
740.36295,263,375.428404
763.850027,256,375.798787
1114.474579,407,376.474629
829.151773,319,376.946217
425.964138,315,377.383649
920.155913,337,377.8658
774.632635,304,378.303201
716.625431,259,378.671822
691.15189,257,379.025704
254.445673,108,379.181918
1465.490854,549,380.106702
1130.839671,362,380.677501
943.060172,316,381.138762
616.538196,242,381.482399
138.078107,82,381.604431
954.269134,320,382.053751
970.289737,322,382.626468
307.861667,120,382.801004
1095.371985,452,383.42798
1376.107347,464,384.082076
884.608796,354,384.593174
1181.585152,399,385.147719
646.164098,236,385.597721
963.737093,319,386.040948
283.754754,115,386.212783
996.129859,379,386.753002
702.503122,258,387.106134
624.203033,217,387.418561
325.593593,132,387.609237
756.462008,236,387.942097
933.253258,311,388.379496
873.180268,279,388.889502
908.052429,312,389.319104
763.050794,255,389.691151
1271.016624,474,390.349792
1753.587642,620,391.237718
875.974434,322,391.812537
796.882014,281,392.193556
1153.056835,372,392.732436
650.032412,243,393.072258
1300.983587,490,393.768073
1672.304472,564,394.671257
716.899627,245,395.019461
818.185557,290,395.425615
1403.276722,458,396.084982
1023.688386,350,396.578632
1179.205917,377,397.100036
872.656303,284,397.621392
1034.823788,326,398.081599
830.900208,264,398.440891
1115.078281,379,398.990593
94.405666,205,399.271811
657.5751,220,399.592876
896.872309,306,400.025577
784.156896,252,400.369247
611.825141,237,400.834062
278.631352,117,400.997067
807.199861,286,401.387566
813.451569,318,401.857535
2364.524112,856,403.069247
285.214108,119,403.225463
806.103105,271,403.734093
919.507589,331,404.193669
814.767692,285,404.607332
261.45875,117,404.769138
994.012465,340,405.237812
639.094432,234,405.581187
1331.494433,485,406.257124
1037.347846,401,406.947325
1052.482568,387,407.494072
692.078273,267,407.887784
874.175495,293,408.29372
174.093788,87,408.418689
599.347864,214,408.730945
928.806236,283,409.128658
919.670405,296,409.660275
1045.966777,322,410.116136
967.635076,322,410.574512
1926.739845,755,411.649185
1197.605007,384,412.190782
1120.957733,399,412.865835
791.937946,296,413.287611
839.026849,311,413.738672
1834.034354,599,414.582802
1439.67012,480,415.262682
798.570605,255,415.738071
2593.131822,902,417.006923
741.748436,232,417.334969
856.095173,296,417.771172
1117.214284,369,418.287481
1571.83857,514,419.11838
1475.046257,522,419.866117
825.833046,262,420.24103
1181.878715,403,420.813789
578.207264,195,421.087532
662.432363,247,421.431205
927.893994,343,422.027698
790.571158,272,422.418232
2369.331292,810,423.551078
2588.812699,935,424.990218
1635.137505,523,425.729645
1009.288285,341,426.207041
763.069508,268,426.586647
1470.652658,513,427.303401
1027.322647,335,427.931144
786.610215,281,428.337298
1495.311082,488,429.028677
255.409927,110,429.184891
1174.224045,372,429.717475
1373.66243,496,430.410301
1192.349322,384,431.0697
590.587948,204,431.37763
1460.237805,529,432.146694
538.796335,183,432.396635
790.953443,296,432.832025
747.614645,308,433.269425
2636.794193,901,434.668796
805.5937,285,435.072562
1519.662189,535,435.837198
2081.547496,664,436.879031
336.032544,131,437.071445
812.956791,308,437.493221
723.803959,223,437.828286
1569.449907,528,438.567444
748.94219,264,438.943605
1425.396113,450,439.570929
1346.357964,442,440.320722
1318.407898,439,440.960176
768.136201,260,441.319468
283.896529,118,441.491271
894.325581,321,441.9478
804.453953,246,442.291437
211.246801,97,442.432063
1628.353471,564,443.351195
1079.233185,346,443.847752
717.894913,243,444.191209
243.061342,105,444.331802
771.010366,265,444.71648
1316.597048,493,445.413292
1452.2225,468,446.183862
1015.198488,346,446.681503
1820.207295,707,447.683795
995.564796,341,448.163211
1486.978138,482,448.962773
2570.12141,864,450.184396
1564.82028,496,450.894206
2826.946035,903,452.277328
1808.556574,561,453.068739
1888.446443,621,453.941044
2936.215277,1000,455.494547
1436.509792,458,456.197408
89.983166,202,456.494244
956.387353,332,456.965916
1123.506272,350,457.4658
1140.750536,369,458.097555
1357.31164,460,458.755034
997.193269,325,459.209929
892.330365,273,459.596557
847.430912,266,459.975037
1309.100556,425,460.55303
1538.896365,502,461.382274
211.786064,97,461.522866
1111.550568,369,462.03827
1420.312209,433,462.661507
1354.872252,453,463.29089
980.245012,319,463.758957
759.929456,263,464.237231
1798.961758,558,465.029281
525.232392,172,465.279223
100.671346,67,465.372952
1690.619789,533,466.131731
1969.665333,707,467.256033
493.488002,164,467.478824
325.636345,124,467.665701
280.907214,115,467.845254
2470.423599,795,468.975104
2009.416974,632,469.869478
1329.472246,399,470.545196
2799.302927,1000,471.988163
1423.730021,424,472.591476
244.834857,105,472.744071
1269.952574,412,473.434927
1075.87093,367,473.958638
792.320776,272,474.333549
1371.434733,434,474.956352
689.303156,231,475.2844
1351.796322,483,475.975816
2806.702157,977,477.462605
1333.192809,431,478.074697
673.677025,277,478.46523
1988.902931,629,479.477196
2931.965766,1000,480.896398
939.144992,340,481.380696
1103.60794,359,481.880579
1127.977936,364,482.511819
1249.002447,456,483.162907
866.624674,303,483.59831
741.058533,251,483.962456
1686.492073,532,484.711834
724.389212,233,485.043382
1060.986304,354,485.654808
1487.826166,545,486.419089
1082.886379,351,486.928875
828.223816,253,487.272546
1389.911444,439,487.906897
771.289939,260,488.375538
702.97518,230,488.715409
